Customer_ID,Customer_Name,Age,Gender,City,State,Membership_Level,Acquisition_Channel,Customer_Tenure_Days,Total_Orders,Total_Items_Purchased,Total_Spend,Average_Order_Value,Preferred_Category,Website_Visits,App_Sessions,Days_Since_Last_Purchase,Purchase_Frequency_Per_Month,Average_Days_Between_Orders,Coupon_Usage_Rate,Return_Rate,Support_Tickets,Customer_Satisfaction,Preferred_Payment_Method,Future_CLV
CUST114606,Aditya Menon,30,Male,Hubballi,Karnataka,Silver,Referral,1260,16,46,7100.22,443.76,Sports & Fitness,67,56,240,0.381,75.04,0.164,0.364,1,3.83,UPI,445
CUST114607,Sangeeta Joshi,38,Female,Udaipur,Rajasthan,Silver,Affiliate,1290,12,34,8440.12,703.34,Books,222,121,95,0.279,97.61,0.379,0.43,2,4.02,Credit Card,1105.77
CUST114608,Manish Tiwari,33,Male,Kolkata,West Bengal,Gold,Social Media,1530,14,28,8391.83,599.42,Fashion,366,196,374,0.275,105.39,0.147,0.178,4,4.44,Debit Card,505.38
CUST114609,Vijay Patel,36,Male,Patna,Bihar,Silver,Paid Ads,559,12,27,9774.56,814.55,Books,43,33,18,0.644,54.89,0.406,0.368,2,3.92,UPI,978.77
CUST114610,Priya Verma,27,Female,Mumbai,Maharashtra,Silver,Referral,990,13,29,11907.23,915.94,Electronics,80,70,81,0.394,75.98,0.466,0.284,3,3.96,Debit Card,388.71
CUST114611,Sanjay Joshi,35,Male,Madurai,Tamil Nadu,Silver,Social Media,397,1,2,385.84,385.84,Sports & Fitness,68,51,274,0.076,400,0.923,0.6,6,3.09,Cash on Delivery,200
CUST114612,Vandana Mehta,28,Female,Kochi,Kerala,Silver,Affiliate,418,5,14,1472.99,294.6,Mobile & Accessories,38,31,732,0.359,112.9,0.321,0.452,2,3.81,Debit Card,200
CUST114613,Abhishek Tiwari,30,Male,Chennai,Tamil Nadu,Gold,Paid Ads,1025,17,40,13245.28,779.13,Home & Kitchen,97,54,70,0.498,59.82,0.374,0.472,7,2.8,UPI,990.27
CUST114614,Radhika Desai,23,Female,Hyderabad,Telangana,Gold,Social Media,630,18,53,19560.52,1086.7,Home & Kitchen,61,36,31,0.857,33.21,0.47,0.283,7,3.1,Credit Card,1181.28
CUST114615,Rohit Mishra,25,Male,Mumbai,Maharashtra,Gold,Organic Search,810,24,33,21602.87,900.12,Electronics,101,82,332,0.889,36.4,0.192,0.539,1,3.38,Credit Card,937.68
CUST114616,Pallavi Chatterjee,21,Female,Kozhikode,Kerala,Silver,Paid Ads,408,3,9,1830.78,610.26,Electronics,141,51,684,0.221,127.01,0.209,0.127,2,3.6,UPI,303.07
CUST114617,Swati Reddy,19,Female,Delhi,Delhi,Gold,Referral,270,1,2,282.65,282.65,Mobile & Accessories,47,45,385,0.111,214.29,0.382,0.09,1,4.59,UPI,200
CUST114618,Ashok Kulkarni,24,Male,Ahmedabad,Gujarat,Gold,Email Marketing,720,7,13,5259.91,751.42,Home & Kitchen,68,50,128,0.292,101.3,0.484,0.6,4,3.5,UPI,373.73
CUST114619,Deepak Mishra,35,Male,Bengaluru,Karnataka,Gold,Organic Search,1710,14,21,13845.76,988.98,Grocery,166,80,32,0.246,126.81,0.573,0.001,1,4.35,Credit Card,2078.04
CUST114620,Ritu Rao,34,Female,Kanpur,Uttar Pradesh,Silver,Referral,684,13,34,8767.67,674.44,Home & Kitchen,143,90,7,0.57,66,0.143,0.274,1,3.86,Credit Card,724.36
CUST114621,Abhishek Agarwal,39,Other,Jaipur,Rajasthan,Gold,Referral,620,9,24,7211.72,801.3,Mobile & Accessories,46,35,170,0.435,68.77,0.339,0.032,0,4.96,Credit Card,644.81
CUST114622,Naveen Bhatt,28,Male,Guwahati,Assam,Gold,Organic Search,1080,23,53,8357.48,363.37,Sports & Fitness,50,34,81,0.639,43.11,0.762,0.486,5,3.64,Debit Card,508.36
CUST114623,Varun Das,20,Other,Kolkata,West Bengal,Platinum,Organic Search,360,8,19,5387.69,673.46,Sports & Fitness,82,69,96,0.667,36.43,0.561,0.104,2,3.8,UPI,691.38
CUST114624,Divya Rao,35,Female,Guwahati,Assam,Silver,Paid Ads,637,11,29,3538.76,321.71,Grocery,17,13,195,0.518,66.76,0,0.114,3,3.87,UPI,373.89
CUST114625,Ritu Chatterjee,32,Female,Bengaluru,Karnataka,Silver,Email Marketing,1440,5,8,4533.99,906.8,Sports & Fitness,65,35,161,0.104,326.88,0.365,0.338,6,3.11,UPI,420.34
CUST114626,Siddharth Das,31,Male,Kolkata,West Bengal,Silver,Social Media,450,2,5,790.29,395.14,Electronics,133,67,552,0.133,231.13,0.205,0.149,1,4.67,UPI,200
CUST114627,Anita Bose,23,Female,Jodhpur,Rajasthan,Silver,Social Media,630,2,7,1182.92,591.46,Fashion,53,42,214,0.095,250.2,0.699,0.38,3,3.83,UPI,211.26
CUST114628,Usha Agarwal,78,Female,Delhi,Delhi,Gold,Referral,1421,35,83,24179.81,690.85,Home & Kitchen,66,31,168,0.739,43.05,0.242,0.187,2,4.67,UPI,1693.24
CUST114629,Sonal Mishra,37,Female,Surat,Gujarat,Gold,Social Media,817,23,48,16403.43,713.19,Electronics,92,36,20,0.845,39.3,0.165,0.32,1,3.9,Credit Card,1390.22
CUST114630,Ravi Chauhan,22,Male,Mysuru,Karnataka,Silver,Paid Ads,540,4,9,3096.23,774.06,Electronics,113,101,54,0.222,128.67,0.591,0.15,3,3.83,UPI,210.63
CUST114631,Radhika Desai,18,Female,Mumbai,Maharashtra,Gold,Referral,180,2,6,1954.78,977.39,Fashion,73,45,713,0.333,82.14,0.569,0.098,3,4.24,Credit Card,200
CUST114632,Anita Agarwal,33,Female,Hyderabad,Telangana,Gold,Paid Ads,1530,17,44,6399.66,376.45,Home & Kitchen,364,219,90,0.333,88.12,0.643,0.6,5,2.85,Debit Card,540.74
CUST114633,Rahul Yadav,26,Male,Hyderabad,Telangana,Silver,Organic Search,900,2,3,2027.03,1013.51,Home & Kitchen,142,54,449,0.067,400,0.495,0.555,5,3.15,Credit Card,200
CUST114634,Rekha Reddy,38,Female,Bengaluru,Karnataka,Silver,Affiliate,333,3,6,1861.34,620.45,Grocery,83,45,25,0.27,91.49,0.369,0.457,1,4.17,UPI,200
CUST114635,Deepak Tiwari,29,Male,Noida,Uttar Pradesh,Gold,Paid Ads,1170,14,37,10920.6,780.04,Beauty & Personal Care,157,82,88,0.359,75.43,0.297,0.6,4,3.33,UPI,673.42
CUST114636,Rahul Menon,24,Male,Kolkata,West Bengal,Gold,Organic Search,150,3,7,2827.52,942.51,Fashion,28,23,37,0.6,53.26,0.098,0.41,4,3.65,Credit Card,277.03
CUST114637,Rohit Pandey,33,Male,Jodhpur,Rajasthan,Silver,Affiliate,473,13,26,5614.98,431.92,Electronics,28,15,41,0.825,36.22,0.372,0.179,2,3.39,UPI,447.17
CUST114638,Manoj Pillai,32,Male,Coimbatore,Tamil Nadu,Silver,Referral,906,22,47,6187.23,281.24,Fashion,49,30,82,0.728,41.86,0.299,0.042,3,4.72,UPI,832.41
CUST114639,Rekha Naidu,32,Female,Bhopal,Madhya Pradesh,Silver,Organic Search,1440,11,36,5147.83,467.98,Home & Kitchen,196,100,312,0.229,127.55,0.161,0.207,2,3.99,Cash on Delivery,327.63
CUST114640,Deepika Thakur,23,Female,Noida,Uttar Pradesh,Silver,Social Media,226,2,3,623.36,311.68,Fashion,16,10,40,0.265,130.86,0.205,0.6,7,3.17,Cash on Delivery,200
CUST114641,Suresh Sharma,42,Male,Delhi,Delhi,Gold,Organic Search,966,13,19,7732.79,594.83,Fashion,128,95,108,0.404,92.56,0.441,0.086,3,3.97,UPI,846.05
CUST114642,Amit Pillai,27,Male,Delhi,Delhi,Silver,Paid Ads,241,3,4,2717.51,905.84,Mobile & Accessories,49,34,116,0.373,70.1,0.265,0.121,4,4.41,Credit Card,317.34
CUST114643,Neha Mehta,43,Female,Delhi,Delhi,Gold,Paid Ads,616,6,7,1701.71,283.62,Electronics,77,51,23,0.292,88.11,0.622,0.236,2,3.65,Cash on Delivery,200
CUST114644,Anil Menon,18,Male,Bengaluru,Karnataka,Silver,Referral,180,1,3,297.25,297.25,Grocery,34,23,66,0.167,153.77,0.111,0.41,1,3.67,UPI,200
CUST114645,Sanjay Singh,39,Other,Chandigarh,Punjab,Gold,Organic Search,2070,29,53,12347.55,425.78,Home & Kitchen,483,263,51,0.42,65.44,0.275,0.237,2,4.02,UPI,1200.49
CUST114646,Meera Desai,36,Female,Chennai,Tamil Nadu,Silver,Paid Ads,1800,14,30,9077.17,648.37,Electronics,222,163,32,0.233,136.91,0.501,0.182,1,4.14,UPI,1027.05
CUST114647,Shreya Agarwal,30,Female,Hyderabad,Telangana,Gold,Organic Search,478,8,18,4903.39,612.92,Electronics,56,31,486,0.502,57.46,0.197,0.163,4,4.34,Credit Card,441.71
CUST114648,Divya Gupta,19,Female,Indore,Madhya Pradesh,Silver,Organic Search,270,1,2,282.63,282.63,Books,33,21,323,0.111,304.05,0.322,0.01,2,4.2,Cash on Delivery,200
CUST114649,Anjali Joshi,32,Female,Delhi,Delhi,Gold,Organic Search,889,7,18,7186.82,1026.69,Grocery,201,135,287,0.236,123.92,0.273,0.162,0,3.95,Credit Card,771.56
CUST114650,Divya Desai,18,Female,Kanpur,Uttar Pradesh,Gold,Social Media,180,4,10,1554.64,388.66,Electronics,19,10,30,0.667,45.35,0.638,0.149,1,4.12,UPI,205.92
CUST114651,Rahul Bhatt,28,Male,Pune,Maharashtra,Gold,Organic Search,313,7,9,8571.25,1224.46,Sports & Fitness,136,104,22,0.671,48.37,0.308,0.277,2,4.32,Credit Card,334.06
CUST114652,Suman Reddy,38,Female,Ahmedabad,Gujarat,Gold,Referral,1227,3,8,3027.53,1009.18,Home & Kitchen,110,95,184,0.073,400,0.68,0.259,0,3.78,Credit Card,321.76
CUST114653,Sanjay Desai,16,Male,Kanpur,Uttar Pradesh,Gold,Email Marketing,30,1,2,488.46,488.46,Home & Kitchen,5,4,13,1,30.76,0.302,0.324,4,3.49,UPI,200
CUST114654,Usha Mishra,30,Female,Pune,Maharashtra,Gold,Organic Search,1260,19,45,7385.37,388.7,Fashion,47,33,20,0.452,71.05,0.473,0.391,3,4.41,UPI,570.97
CUST114655,Suresh Joshi,43,Male,Pune,Maharashtra,Silver,Paid Ads,967,8,22,7293.16,911.65,Grocery,111,32,0,0.248,143.1,0.07,0.133,1,3.98,Credit Card,1002.45
CUST114656,Sneha Reddy,33,Female,Guwahati,Assam,Silver,Organic Search,768,4,16,1498.92,374.73,Fashion,38,21,132,0.156,204.74,0.362,0.171,1,4.08,UPI,200
CUST114657,Meera Yadav,46,Female,Madurai,Tamil Nadu,Gold,Social Media,1211,17,47,7730.45,454.73,Grocery,81,55,25,0.421,75.16,0.203,0.268,2,4.13,Debit Card,763.35
CUST114658,Radhika Iyer,29,Female,Kochi,Kerala,Silver,Affiliate,818,8,22,9467.74,1183.47,Electronics,134,72,36,0.293,98.24,0.842,0.524,4,3.86,EMI,425.86
CUST114659,Ashok Mishra,40,Male,Chennai,Tamil Nadu,Gold,Social Media,2025,31,42,24906.26,803.43,Mobile & Accessories,204,170,99,0.459,55.27,0.359,0.373,2,4.11,UPI,1440.96
CUST114660,Sanjay Thakur,31,Other,Noida,Uttar Pradesh,Gold,Email Marketing,1350,14,30,8307.12,593.37,Mobile & Accessories,116,69,29,0.311,88.65,0.065,0.169,1,4.29,Debit Card,1013.24
CUST114661,Deepika Nair,35,Female,Surat,Gujarat,Platinum,Social Media,1710,46,96,29347.86,638,Electronics,320,193,1,0.807,31.53,0.223,0.123,2,3.52,Debit Card,2801.5
CUST114662,Rakesh Desai,25,Male,Howrah,West Bengal,Silver,Social Media,810,4,9,985.79,246.45,Grocery,145,108,22,0.148,217.01,0.95,0.328,3,3.36,UPI,200
CUST114663,Siddharth Chatterjee,34,Male,Jaipur,Rajasthan,Silver,Organic Search,682,3,7,2466.86,822.29,Fashion,44,16,104,0.132,196.48,0.403,0.393,4,3.8,Debit Card,231.02
CUST114664,Harish Bansal,34,Male,Mumbai,Maharashtra,Silver,Social Media,690,4,8,4148.1,1037.02,Home & Kitchen,55,42,42,0.174,168.1,0.373,0.236,4,3.52,EMI,336.85
CUST114665,Vijay Bhatt,33,Male,Vadodara,Gujarat,Silver,Paid Ads,572,14,38,12905.86,921.85,Home & Kitchen,108,67,40,0.734,49,0.402,0.429,1,3.8,UPI,878.21
CUST114666,Divya Reddy,18,Female,Mumbai,Maharashtra,Gold,Social Media,180,11,26,6471.33,588.3,Beauty & Personal Care,12,5,18,1.833,16.81,0.646,0.221,1,4.2,Credit Card,537.69
CUST114667,Vijay Bansal,40,Male,Hyderabad,Telangana,Silver,Paid Ads,274,4,11,3439.72,859.93,Electronics,52,27,24,0.438,79.54,0.607,0.197,3,3.88,UPI,409.87
CUST114668,Pankaj Pandey,34,Male,Nagpur,Maharashtra,Silver,Social Media,432,3,10,838.57,279.52,Beauty & Personal Care,34,24,185,0.208,93.31,0.138,0.47,5,2.73,UPI,200
CUST114669,Lakshmi Sharma,35,Female,Mysuru,Karnataka,Silver,Organic Search,1570,13,28,11116.5,855.12,Fashion,161,82,48,0.248,123.95,0.404,0.453,5,3.27,UPI,943.14
CUST114670,Pankaj Tiwari,44,Male,Surat,Gujarat,Gold,Organic Search,471,10,36,14868.9,1486.89,Mobile & Accessories,41,30,105,0.637,48.12,0.515,0.19,0,4.11,Credit Card,1375.28
CUST114671,Kajal Verma,31,Female,Bengaluru,Karnataka,Gold,Referral,1343,13,21,8182.46,629.42,Home & Kitchen,69,55,33,0.29,86.05,0.166,0.226,1,4.13,UPI,1019.83
CUST114672,Vikram Menon,37,Male,Udaipur,Rajasthan,Gold,Referral ,1435,27,42,14769.43,547.02,Books,420,345,38,0.564,54.49,0.656,0.6,2,4.09,Cash on Delivery,994.31
CUST114673,Kajal Bansal,38,Female,Surat,Gujarat,Gold,Organic Search,1980,53,211,19042.9,359.3,Grocery,102,51,31,0.803,35.24,0.49,0.301,0,4.01,UPI,1665.12
CUST114674,Sunita Naidu,30,Female,Ludhiana,Punjab,Gold,Social Media,1260,29,110,36043.6,1242.88,Electronics,430,381,84,0.69,39.13,0.553,0.311,4,3.86,Net Banking,3246.47
CUST114675,Aditya Mishra,32,Male,Pune,Maharashtra,Silver,Organic Search,991,3,8,1951.92,650.64,Beauty & Personal Care,207,94,900,0.091,320.29,0.017,0.182,3,3.49,Debit Card,200
CUST114676,Kiran Menon,26,Male,Lucknow,Uttar Pradesh,Silver,Social Media,427,2,4,1525.08,762.54,Beauty & Personal Care,117,82,199,0.141,207.84,0.502,0,1,3.76,Debit Card,210.91
CUST114677,Pallavi Tiwari,18,Female,Delhi,Delhi,Platinum,Email Marketing,180,4,9,2669,667.25,Mobile & Accessories,60,35,26,0.667,42.68,0.55,0.16,4,4.12,UPI,332.41
CUST114678,Ajay Patel,26,Male,Nagpur,Maharashtra,Silver,Affiliate,900,7,16,4073.05,581.86,Electronics,68,52,39,0.233,125.35,0.157,0.25,3,3.74,Credit Card,325.58
CUST114679,Meera Patel,21,Female,Noida,Uttar Pradesh,Gold,Email Marketing,450,3,7,2769.38,923.13,Sports & Fitness,85,62,176,0.2,165.48,0.159,0.135,2,4.45,Debit Card,271.88
CUST114680,Sunita Mishra,20,Female,Warangal,Telangana,Gold,Social Media,360,5,15,2317.92,463.58,Electronics,82,55,511,0.417,82.82,0.144,0.211,3,3.74,Debit Card,209.52
CUST114681,Harish Tiwari,26,Male,Howrah,WEST BENGAL,Gold,Organic Search,546,2,3,1366.42,683.21,Electronics,71,25,618,0.11,280.07,0.365,0.212,2,4.15,Debit Card,200
CUST114682,Suman Mishra,51,Female,Chandigarh,Punjab,Gold,Organic Search,1698,8,19,2473.24,309.15,Home & Kitchen,285,193,29,0.141,206.55,0.381,0.6,2,3.73,Debit Card,428.45
CUST114683,Ritu Bhatt,23,Female,Delhi,Delhi,Gold,Organic Search,630,8,26,11831.02,1478.88,Electronics,92,64,64,0.381,91.4,0.423,0.246,2,4.37,Credit Card,823.94
CUST114684,Pooja Rao,36,Other,Thiruvananthapuram,Kerala,Silver,Paid Ads,1205,18,52,11074.6,615.26,Electronics,111,78,711,0.448,76.2,0.185,0.267,1,4.55,Credit Card,426.91
CUST114685,Pooja Joshi,18,Female,Chandigarh,Punjab,Platinum,Organic Search,180,1,2,835.33,835.33,Mobile & Accessories,43,23,189,0.167,168.23,0.088,0.358,4,3.76,UPI,200
CUST114686,Rekha Joshi,34,Female,Hubballi,Karnataka,Gold,Paid Ads,1620,15,34,15321.06,1021.4,Electronics,248,116,46,0.278,121.69,0.043,0.282,2,3.78,Credit Card,1275.64
CUST114687,Rahul Joshi,37,Male,Lucknow,Uttar Pradesh,Gold,Organic Search,769,17,34,15708.13,924.01,Home & Kitchen,74,40,9,0.663,43.24,0.512,0.228,4,4.19,UPI,2568.7
CUST114688,Lakshmi Bhatt,23,Female,Kolkata,West Bengal,Silver,Social Media,630,2,4,637.36,318.68,Electronics,178,101,133,0.095,303.51,0.424,0.063,2,4.51,UPI,200
CUST114689,Kajal Rao,27,Female,Bhopal,Madhya Pradesh,Silver,Paid Ads,965,1,3,554.16,554.16,Beauty & Personal Care,199,108,133,0.031,400,0.459,0.593,5,3.07,UPI,200
CUST114690,Meera Menon,24,Female,Indore,Madhya Pradesh,Silver,Paid Ads,720,1,2,808.54,808.54,Electronics,125,102,342,0.042,400,0.094,0.264,2,3.99,UPI,200
CUST114691,Pankaj Reddy,36,Male,Pune,Maharashtra,Silver,Organic Search,1316,21,24,9564.04,455.43,Home & Kitchen,226,225,130,0.479,53.45,0.78,0.314,4,3.61,UPI,541.92
CUST114692,Rohit Gupta,34,Male,Delhi,Delhi,Gold,Organic Search,1215,6,16,7447.43,1241.24,Electronics,103,57,307,0.148,231.09,0.787,0.444,3,3.51,EMI,440.45
CUST114693,Vidya Sharma,38,Female,Bengaluru,Karnataka,Platinum,Referral,1475,28,53,22473.25,802.62,Beauty & Personal Care,423,230,185,0.569,60.54,0.356,0.127,2,4.74,Debit Card,3537.53
CUST114694,Nandini Shah,31,Female,Kolkata,West Bengal,Gold,Social Media,1350,7,22,6032.78,861.83,Sports & Fitness,394,278,200,0.156,192.03,0.654,0.348,2,3.82,UPI,417.23
CUST114695,Rahul Reddy,20,Male,Delhi,Delhi,Silver,Social Media,360,7,15,8057.47,1151.07,Sports & Fitness,40,24,35,0.583,52.78,0.417,0.6,5,2.93,EMI,375.69
CUST114696,Shreya Thakur,23,Female,Bengaluru,Karnataka,Gold,Paid Ads,630,4,13,4330.17,1082.54,Fashion,162,133,62,0.19,127.46,0.62,0.114,1,4.07,Credit Card,607.22
CUST114697,Nandini Nair,21,Female,Hyderabad,Telangana,Gold,Organic Search,450,17,39,8290.44,487.67,Fashion,43,34,17,1.133,31.57,0.436,0.152,2,4.18,UPI,546.25
CUST114698,Rekha Shah,25,Other,Surat,Gujarat,Silver,Referral,810,14,25,9812.31,700.88,Beauty & Personal Care,150,96,20,0.519,56.23,0.95,0.116,3,3.68,UPI,899.46
CUST114699,Harish Kulkarni,27,Male,Jodhpur,Rajasthan,Platinum,Email Marketing,990,19,43,12342.07,649.58,Sports & Fitness,273,234,37,0.576,46.3,0.464,0.313,0,4.24,Credit Card,2108.62
CUST114700,Pallavi Kulkarni,28,Female,Patna,Bihar,Silver,Email Marketing,450,1,3,318.39,318.39,Electronics,33,23,126,0.067,368.97,0.468,0.132,1,4.11,UPI,200
CUST114701,Rahul Verma,31,Male,Delhi,Delhi,Silver,Social Media,299,3,10,2737.64,912.55,Home & Kitchen,77,45,93,0.301,81.75,0.212,0.063,1,4.42,Credit Card,429.92
CUST114702,Rahul Bose,18,Male,Lucknow,Uttar Pradesh,Gold,Referral,180,5,11,5005.14,1001.03,Grocery,49,27,43,0.833,35.89,0.401,0.261,1,4.21,EMI,421.12
CUST114703,Shreya Bhatt,38,Female,Mumbai,Maharashtra,Silver,Paid Ads,1851,33,77,14541.23,440.64,Home & Kitchen,74,26,6,0.535,57.13,0.356,0.108,1,3.68,Cash on Delivery,1343.38
CUST114704,Karan Reddy,34,Male,Bengaluru,Karnataka,Silver,Paid Ads,862,9,13,3106.14,345.13,Sports & Fitness,52,45,263,0.313,84.07,0.215,0.405,4,3.11,Debit Card,234.81
CUST114705,Abhishek Pandey,29,Male,Mumbai,Maharashtra,Silver,Social Media,1170,16,37,9414.78,588.42,Home & Kitchen,72,57,266,0.41,66.35,0.352,0.281,1,3.76,Debit Card,243.12
CUST114706,Aditya Yadav,28,Male,Kochi,Kerala,GOLD,Organic Search,873,5,14,3561.15,712.23,Home & Kitchen,212,138,81,0.172,177.77,0.289,0.121,3,4.77,UPI,678.36
CUST114707,Ravi Shah,28,Male,Kochi,Kerala,Silver,Social Media,1080,10,21,3390.96,339.1,Mobile & Accessories,76,57,172,0.278,123.7,0.24,0.191,1,3.78,UPI,307.71
CUST114708,Deepak Singh,29,Male,Jaipur,Rajasthan,Silver,Organic Search,1013,8,23,3143.7,392.96,Beauty & Personal Care,169,96,82,0.237,118.07,0.228,0.278,1,3.41,UPI,259.08
CUST114709,Suman Pandey,35,Female,Delhi,Delhi,Silver,Social Media,653,3,6,1739.51,579.84,Home & Kitchen,66,46,87,0.138,230.71,0.757,0.409,3,3.87,Debit Card,200
CUST114710,Ravi Joshi,31,Male,Bengaluru,Karnataka,Silver,Affiliate,823,8,19,6624.04,828.01,Fashion,121,119,34,0.292,98.74,0.184,0.362,1,4.04,UPI,566.41
CUST114711,Swati Chatterjee,34,Female,Kanpur,Uttar Pradesh,Silver,Paid Ads,846,9,26,3939.63,437.74,Electronics,74,30,112,0.319,88.6,0.536,0.172,1,3.81,UPI,348.27
CUST114712,Harish Chatterjee,33,Male,Indore,Madhya Pradesh,Silver,Organic Search,233,3,10,758.23,252.74,GROCERY,28,13,12,0.386,79.47,0.686,0.381,4,3.19,UPI,200
CUST114713,Priya Yadav,27,Female,Bengaluru,Karnataka,Gold,Social Media,990,22,28,17959.75,816.35,Home & Kitchen,30,18,18,0.667,37.66,0.312,0.242,0,4.72,Credit Card,1398.62
CUST114714,Shreya Nair,19,Female,Delhi,Delhi,Gold,Organic Search,270,2,5,1983.52,991.76,Grocery,44,24,25,0.222,139.89,0.279,0.214,4,3.82,Net Banking,200
CUST114715,Meera Agarwal,43,Female,Mumbai,Maharashtra,Gold,Social Media,637,2,4,1737.91,868.96,Mobile & Accessories,12,11,335,0.094,308.22,0.176,0.209,0,3.46,UPI,200
CUST114716,Ganesh Verma,37,Male,Udaipur,Rajasthan,Silver,Email Marketing,1583,5,20,1230.16,246.03,Mobile & Accessories,128,86,59,0.095,354.88,0.477,0.6,3,3.13,UPI,200
CUST114717,Radhika Gupta,42,Female,Kolkata,West Bengal,Silver,Referral,2082,13,28,8820.06,678.47,Electronics,92,43,170,0.187,168.09,0.345,0.372,6,3.25,UPI,449.05
CUST114718,Anil Nair,28,Male,Mumbai,Maharashtra,Platinum,Social Media,1080,12,16,23207.46,1933.95,Sports & Fitness,304,129,25,0.333,89.02,0.361,0.284,0,4,Credit Card,2169.82
CUST114719,Sanjay Bansal,35,Male,Kochi,Kerala,Platinum,Social Media,1710,14,40,10612.21,758.02,Mobile & Accessories,289,221,254,0.246,127.07,0.464,0.145,2,4.28,Credit Card,884.58
CUST114720,Priya Yadav,27,Female,Bhopal,MADHYA PRADESH,Platinum,Referral,990,70,152,89446.97,1277.81,Sports & Fitness,678,594,10,2.121,13.99,0.375,0.524,2,4.08,Credit Card,5892.03
CUST114721,Pallavi Kulkarni,78,Female,Hubballi,Karnataka,Gold,Organic Search,1482,34,79,19576.59,575.78,Mobile & Accessories,106,70,48,0.688,52.58,0.549,0.393,3,3.6,Debit Card,1639.59
CUST114722,Nitin Kumar,45,Male,Delhi,Delhi,Silver,Paid Ads,1415,23,69,15011.4,652.67,Home & Kitchen,50,23,17,0.488,71.48,0.088,0.179,0,4.68,Debit Card,1737.62
CUST114723,Suman Tiwari,44,Female,Kanpur,Uttar Pradesh,Silver,Organic Search,729,4,8,3027.96,756.99,Electronics,148,102,190,0.165,179.61,0.464,0.407,3,3.87,Debit Card,251.04
CUST114724,Suman Patel,32,Female,Bengaluru,Karnataka,Gold,Organic Search,1168,13,35,9419.85,724.6,Fashion,111,85,70,0.334,82.88,0.434,0.279,3,4.16,UPI,652.21
CUST114725,Vikram Chauhan,38,Male,Kolkata,West Bengal,Platinum,Paid Ads,1980,34,85,29766.41,875.48,Electronics,493,374,30,0.515,61.65,0.547,0.359,2,3.92,Credit Card,2441.61
CUST114726,Sunita Kulkarni,36,Female,Udaipur,Rajasthan,Silver,Social Media,639,2,3,2643.35,1321.68,Grocery,34,15,147,0.094,325.68,0.453,,3,2.98,Credit Card,200
CUST114727,Radhika Bansal,33,Female,Pune,Maharashtra,Gold,Referral,1307,13,32,17167.41,1320.57,Beauty & Personal Care,395,310,154,0.298,112.06,0.225,0.191,3,4.53,Credit Card,1637.34
CUST114728,Shreya Patel,72,Female,Ludhiana,Punjab,Gold,Paid Ads,1190,10,25,6096.77,609.68,Sports & Fitness,166,96,113,0.252,121.84,0.121,0.348,5,4.11,Debit Card,370.96
CUST114729,Priya Kulkarni,26,Female,Vadodara,Gujarat,Silver,Referral,900,1,3,507.05,507.05,Electronics,106,77,641,0.033,400,0.639,0.308,0,4.52,UPI,200
CUST114730,Nisha Menon,20,Female,Kolkata,West Bengal,Silver,Organic Search,360,16,36,19904.36,1244.02,Home & Kitchen,70,45,21,1.333,20.52,0.836,0.266,4,3.76,Credit Card,858.21
CUST114731,Ajay Yadav,35,Male,Mysuru,Karnataka,Silver,Paid Ads,826,8,16,2802.08,350.26,Home & Kitchen,76,48,117,0.291,101.92,0.631,0.345,0,4.19,UPI,385.2
CUST114732,Madhuri Gupta,23,Female,Bengaluru,Karnataka,Silver,Organic Search,630,6,10,1524.86,254.14,Fashion,44,31,152,0.286,88.96,0.356,0.345,1,3.79,Cash on Delivery,200
CUST114733,Lakshmi Mishra,25,Other,Kolkata,West Bengal,Gold,Email Marketing,810,16,24,11992.66,749.54,Home & Kitchen,219,142,13,0.593,55.42,0.259,0.263,2,3.78,Debit Card,1959.63
CUST114734,Rahul Joshi,28,Male,Delhi,Delhi,Platinum,Organic Search,1080,10,26,16201.65,1620.16,Books,96,100,100,0.278,95.9,0.41,0.314,3,4.13,EMI,1030.58
CUST114735,Nandini Chauhan,44,Female,Chennai,Tamil Nadu,Platinum,Organic Search,2396,31,69,10943.68,353.02,Beauty & Personal Care,435,254,33,0.388,68.33,0.375,0.31,0,4.41,UPI,5391.48
CUST114736,Sunita Gupta,31,Female,Kolkata,West Bengal,Gold,Paid Ads,1350,12,39,10367.71,863.98,Grocery,148,103,148,0.267,110.56,0.31,0.233,3,3.57,UPI,902.16
CUST114737,Karan Iyer,25,Male,Jaipur,Rajasthan,Gold,Social Media,810,3,6,1045.12,348.37,Home & Kitchen,242,125,569,0.111,299.43,0.416,0.109,1,4.63,Debit Card,200
CUST114738,Aditya Shah,22,Male,Kochi,Kerala,Platinum,Paid Ads,415,7,12,5197.45,742.49,Fashion,110,77,125,0.506,50.55,0.478,0.077,3,3.84,Debit Card,646.26
CUST114739,Sunita Bhatt,31,Female,Howrah,West Bengal,Gold,Social Media,1350,14,30,12542.72,895.91,Home & Kitchen,113,71,543,0.311,117.05,0.787,0.257,1,4.38,Credit Card,858.88
CUST114740,Kajal Das,30,Female,Kanpur,Uttar Pradesh,Silver,Affiliate,1260,8,28,2198.92,274.86,Fashion,32,25,69,0.19,169,0.402,0.171,1,3.72,UPI,307.89
